knowledge_id,domain,subdomain,topic,knowledge_type,statement,formula,required_inputs,validation_rule,recommended_tool,source_title,source_section,source_page,source_tier,status,notes
SEC003,security,agent safety,human oversight,principle,Agent autonomy should remain within designer/operator boundaries and does not imply absence of human oversight.,,risk level; escalation condition,Escalate unsupported/high-risk cases rather than extending autonomous scope.,python,Building Agentic AI Systems,Agency and autonomy,PDF 106,B,approved,
SEC004,security,llm threats,prompt injection,threat,Prompt injection can manipulate an agent into unsafe instructions; input text must never be treated as authority over system controls.,,user/model/retrieved text; security policy,Security policy and tool validator take precedence over prompt content.,python,Building Applications with AI Agents,Prompt injection defenses,PDF 131,B,approved,
SEC005,security,llm threats,output validation,control,Model output should be filtered and validated against business rules and safety constraints before use.,,model output; schema; business/security rules,Reject invalid/unsafe fields instead of repairing them by assumption.,python,Building Applications with AI Agents,Output filtering and validation,PDF 403-406,B,approved,
SEC006,security,access control,least privilege,control,Restrict agent access through authentication and role-based permissions so each runtime path has only the privileges it requires.,,runtime role; required operations,Business-query account must not have data-modification/admin privileges.,mysql+python,Building Applications with AI Agents,Access control and operational defenses,PDF 406,B,approved,
SEC007,security,abuse prevention,rate/resource limiting,control,Apply rate/resource limits to reduce abuse and prevent unbounded model or database workload.,,request limits; row limit; timeout; retry limit,Enforce deterministic limits before/around execution.,python,Building Applications with AI Agents,Access control and rate limiting,PDF 406,B,approved,
SEC008,security,monitoring,logging and auditing,control,Log model/tool interactions and security-relevant outcomes sufficiently to detect suspicious patterns and support investigation.,,run id; request; tool action; validation status; timestamp,"Never log passwords, API secrets, `.env` contents, or hidden chain-of-thought.",mysql+python,Building Applications with AI Agents,Logging and auditing,PDF 406,B,approved,
SEC009,security,isolation,sandboxing,control,Isolate agent operations so unintended behavior cannot spill into broader systems.,,approved tools; file paths; process permissions,No arbitrary shell/Python execution from user text; restrict report/output paths.,python,Building Applications with AI Agents,Sandboxing agent operations,PDF 406,B,approved,
SEC010,security,assurance,red teaming,control,"Use adversarial testing to probe prompt injection, jailbreaks, misuse, and edge-case failure modes in addition to ordinary functional tests.",,attack cases; expected safe behavior,Security test passes only when unsafe action/data disclosure is blocked deterministically.,python,Building Applications with AI Agents,Red Teaming,PDF 406,B,approved,
SEC011,security,development,shift-left security,control,"Security testing and secret scanning should be performed early in development, not only at final review.",,source code; dependency set; commit/test workflow,Review scanner findings and prevent secrets from entering version control.,python,"Full Stack Testing, 2nd Edition",Shift-left testing,PDF 25,B,approved,
SEC012,security,sql,single statement,control,Business-data SQL must contain exactly one statement.,,proposed SQL,"Reject multiple statements, stacked queries, and statement separators that produce more than one parse tree.",python,Project security architecture,SQL firewall requirement,N/A,PROJECT,approved,
SEC013,security,sql,select only,control,Business-query execution permits read-only SELECT statements only.,,parsed SQL,"Reject INSERT, UPDATE, DELETE, DROP, ALTER, CREATE, TRUNCATE, GRANT, REVOKE, CALL, and other non-SELECT statements.",python+mysql,Project security architecture,SQL firewall requirement,N/A,PROJECT,approved,
SEC014,security,sql,schema allowlist,control,SQL should reference only approved real tables/views and columns discovered from the actual schema.,,parsed identifiers; schema metadata,Reject unknown or disallowed identifiers rather than letting the model guess.,python,Project security architecture,Schema validation requirement,N/A,PROJECT,approved,
SEC015,security,sql,row and time limits,control,Read-only queries must still be bounded by configured row/resource/time limits.,,validated SQL; max rows; timeout,Apply LIMIT/timeout policy where practical; reject intentionally unbounded extraction.,python+mysql,Project security architecture,Resource limit requirement,N/A,PROJECT,approved,
SEC016,security,database,separate accounts,control,Use separate least-privileged connections for business reads and application/audit persistence.,,reader credentials; app credentials,Never run normal agent queries as root or a broad administrative account.,mysql,Project security architecture,Least-privilege database design,N/A,PROJECT,approved,
SEC017,security,secrets,environment secrets,control,"Credentials belong in environment configuration and must not be hard-coded, printed, sent to the model, written to reports, or committed to Git.",,environment variables; logging configuration,Redact secret values in exceptions and audit records.,python,Project security architecture,Secret management requirement,N/A,PROJECT,approved,
SEC018,security,llm runtime,local-only inference,control,Production LLM inference must use only the configured local Ollama endpoint and must not silently fall back to cloud providers.,,LOCAL_ONLY flag; Ollama host,"When local-only is enabled, allow only localhost/127.0.0.1 approved Ollama hosts.",python,Project security architecture,Local-only runtime requirement,N/A,PROJECT,approved,
SEC019,security,privacy,external data transmission,control,"Do not transmit project database contents, prompts containing sensitive data, or credentials to external LLM endpoints.",,destination host; payload classification,Block nonlocal model hosts in production and keep external token billing at zero.,python,Project security architecture,Local-only/privacy requirement,N/A,PROJECT,approved,
SEC020,security,files,path traversal,control,Generated reports and files must remain inside approved output directories using sanitized filenames.,,requested filename/path; approved base directory,"Resolve path and verify it remains under approved base; reject `..`, absolute escape paths, and equivalent traversal.",python,Project security architecture,Report path security,N/A,PROJECT,approved,
SEC021,security,audit,chain of thought,control,"Audit records should capture decisions, SQL, validation status, and results metadata but not hidden chain-of-thought.",,audit fields,"Store concise reason/status codes, not private reasoning traces.",mysql+python,Project security architecture,Audit policy,N/A,PROJECT,approved,
SEC022,security,availability,safe model failure,control,"If the local model is unavailable, fail safely with a controlled unavailable status instead of bypassing local-only policy or inventing an answer.",,Ollama health/model availability,No automatic cloud fallback; no fabricated completion.,python,Project security architecture,Local model availability policy,N/A,PROJECT,approved,
SEC023,security,availability,retry bound,control,Agent retries must be bounded to avoid loops and repeated unsafe/expensive attempts.,,retry counter; failure class,Maximum two controlled retries; security failures are not retried by weakening controls.,python,Project security architecture,D.A.T.A. assessment policy,N/A,PROJECT,approved,
SEC024,security,hallucination,verified actions,control,Hallucinations are more dangerous in agentic systems because incorrect generated information can influence real actions; execution therefore requires verification.,,model claim; action/data evidence,Do not execute an action or report a numerical fact solely because the model states it confidently.,python,Building Agentic AI Systems,Managing Safety and Ethical Considerations,PDF 417,B,approved,
GLO001,glossary,marketing,market segmentation,definition,Dividing a market into meaningful customer groups to support selection of customers to serve.,,,,llm+knowledge,"Principles of Marketing, 19th Edition",Customer-value-driven marketing strategy,PDF 52,A,approved,
GLO002,glossary,marketing,targeting,definition,Selecting the customer segment or segments the organization intends to serve.,,,,llm+knowledge,"Principles of Marketing, 19th Edition",Customer-value-driven marketing strategy,PDF 52,A,approved,
GLO003,glossary,marketing,positioning,definition,Defining how an offering should be perceived relative to alternatives in the minds of target customers.,,,,llm+knowledge,"Principles of Marketing, 19th Edition",Differentiation and positioning,PDF 52,A,approved,
GLO004,glossary,marketing,value proposition,definition,The value the organization promises to deliver to its target customer.,,,,llm+knowledge,"Principles of Marketing, 19th Edition",Marketing strategy,PDF 52,A,approved,
GLO005,glossary,marketing,nps,definition,Net Promoter Score: percentage of promoters minus percentage of detractors.,NPS = %Promoters - %Detractors,,Result range: -100 to 100.,python,"Key Marketing Metrics, 3rd Edition",2.9 Net Promoter,PDF 77,A,approved,
GLO006,glossary,marketing,clv,definition,Customer Lifetime Value: present value of future cash flows attributed to the customer relationship.,,,,python,"Key Marketing Metrics, 3rd Edition",5.3 Customer Lifetime Value,PDF 173,A,approved,
GLO007,glossary,marketing,price elasticity,definition,Responsiveness of quantity demanded to a percentage change in price.,Elasticity = %ΔQuantity / %ΔPrice,,,python,"Key Marketing Metrics, 3rd Edition",8.3 Price elasticity,PDF 227,A,approved,
GLO008,glossary,finance,npv,definition,Net Present Value: discounted value of project cash flows including the initial investment.,,,,python,"Fundamentals of Corporate Finance, 6th Edition",9. Net Present Value,PDF 314,A,approved,
GLO009,glossary,finance,irr,definition,Internal Rate of Return: a discount rate at which a project NPV is zero.,Solve NPV(r)=0,,,python,"Fundamentals of Corporate Finance, 6th Edition",9.5 IRR,PDF 323,A,approved,
GLO010,glossary,finance,wacc,definition,"Weighted Average Cost of Capital: weighted required return across financing sources, used as a discount rate for appropriate enterprise cash flows.",,,,python,Valuation: Measuring and Managing the Value of Companies,Cost of Capital,PDF 70,A,approved,
GLO011,glossary,operations,productivity,definition,Output produced relative to input consumed.,Productivity = Output / Input,,,python,"Operations Management, 13th Edition (Stevenson)",Productivity,PDF 89,A,approved,
GLO012,glossary,operations,capacity utilization,definition,Actual output relative to design capacity.,Utilization = Actual output / Design capacity,,,python,"Operations Management, 13th Edition (Stevenson)",Strategic Capacity Planning,PDF 226,A,approved,
GLO013,glossary,operations,reorder point,definition,The inventory level at which replenishment is triggered under an order-point policy.,,,,python,"Essentials of Inventory Management, 2nd Edition",Order-Point Formulae,PDF 128,A,approved,
GLO014,glossary,operations,safety stock,definition,Buffer inventory maintained to cover uncertainty such as lead-time variation or defects.,,,,python,"Essentials of Inventory Management, 2nd Edition",Safety stock,PDF 124-128,A,approved,
GLO015,glossary,operations,eoq,definition,Economic Order Quantity: replenishment quantity selected by balancing relevant ordering and carrying costs under model assumptions.,,,,python,"Essentials of Inventory Management, 2nd Edition",EOQ / Replenishment costs,PDF 54,A,approved,
GLO016,glossary,strategy,swot,definition,Framework separating internal strengths and weaknesses from external opportunities and threats.,,,,llm+knowledge,"Management, 14th Global Edition (Robbins & Coulter)",SWOT analysis,PDF 317,A,approved,
GLO017,glossary,strategy,pestle,definition,"Framework for political, economic, socio-cultural, technological, legal, and environmental external influences.",,,,llm+knowledge,"Business Analysis Techniques, 3rd Edition",PESTLE analysis,PDF 42,A,approved,
GLO018,glossary,strategy,five forces,definition,"Industry-structure framework covering new entrants, substitutes, buyer power, supplier power, and rivalry.",,,,llm+knowledge,"Management, 14th Global Edition (Robbins & Coulter)",Five Forces Model,PDF 326,A,approved,
GLO019,glossary,service design,customer journey map,definition,A representation of a customer's experience across stages and touchpoints of a service.,,,,llm+knowledge,Service Design,CX Analysis,PDF 29,A,approved,
GLO020,glossary,service design,service blueprint,definition,"A model linking front-stage customer interactions with back-stage processes, data, roles, measures, physical items, and applications.",,,,llm+knowledge,Service Design,Service Blueprint,PDF 182,A,approved,
GLO021,glossary,data,data governance,definition,Decision rights and accountability framework governing appropriate data behavior across its lifecycle.,,,,llm+knowledge,"Principles of Data Management, 3rd Edition",Data Governance,PDF 33,A,approved,
GLO022,glossary,data,metadata,definition,Data that describes or provides context for other data assets.,,,,mysql,"Principles of Data Management, 3rd Edition",Metadata,PDF 14,A,approved,
GLO023,glossary,data,star schema,definition,Analytical model centered on fact tables linked to dimension tables.,,,,mysql,"SQL for Data Analytics, 4th Edition",Star schema,PDF 19,A,approved,
GLO024,glossary,data,fact table,definition,"A table holding measurable events at a declared grain, typically linked to dimensions by keys.",,,,mysql,Data Modeling with Microsoft Power BI,Fact table modeling,N/A,B,approved,
GLO025,glossary,data,dimension table,definition,"A table providing descriptive context used to filter, group, or label facts.",,,,mysql,Data Modeling with Microsoft Power BI,Dimension modeling,N/A,B,approved,
GLO026,glossary,data,grain,definition,The level of detail represented by one row of an analytical fact/result set.,,,,mysql,Project analytical architecture,Analytical modeling convention,N/A,PROJECT,approved,
GLO027,glossary,sql,group by,definition,SQL operation that forms groups of rows so aggregate functions can return values at a defined grouping grain.,,,,mysql,"SQL Cookbook, 2nd Edition",Grouping,PDF 12,A,approved,
GLO028,glossary,sql,window function,definition,SQL function evaluated over a defined window/partition of rows while retaining row-level output.,,,,mysql,"SQL Cookbook, 2nd Edition",Windowing,PDF 7,A,approved,
GLO029,glossary,sql,index,definition,Database structure used to support more efficient row access for suitable query predicates/orderings.,,,,mysql,"High Performance MySQL, 4th Edition",Indexes / access methods,PDF 282,A,approved,
GLO030,glossary,sql,explain,definition,Database query-plan inspection used to understand how a SQL statement is expected to access data.,,,,mysql,"High Performance MySQL, 4th Edition",EXPLAIN,PDF 282,A,approved,
GLO031,glossary,ai,prompt injection,definition,Adversarial or untrusted instructions intended to manipulate a model/agent into ignoring intended controls or performing unsafe behavior.,,,,python,Building Applications with AI Agents,Prompt injection,PDF 131,B,approved,
GLO032,glossary,ai,hallucination,definition,"Generated content that is unsupported, fabricated, or incorrect relative to required evidence; in agentic systems it can be especially risky when linked to actions.",,,,python,Building Agentic AI Systems,Safety risks / hallucinations,PDF 417,B,approved,
GLO033,glossary,ai,structured output,definition,Model output constrained to a defined field/schema structure for reliable downstream parsing.,,,,python,Prompt Engineering for Generative AI,Structured output parsers,PDF 198,B,approved,
GLO034,glossary,security,least privilege,definition,Granting only the permissions required for an identity or runtime function to perform its approved task.,,,,mysql+python,Project security architecture,Database/access control policy,N/A,PROJECT,approved,
GLO035,glossary,agent workflow,data workflow,definition,"D.A.T.A.: Diagnose, Assemble, Take Action, Assess — the controlled execution workflow used by the single runtime agent.",,,,llm+python,Project architecture,D.A.T.A. workflow,N/A,PROJECT,approved,
GLO036,glossary,agent workflow,definition of done,definition,"Completion standard requiring verified MySQL evidence, validated SQL/calculations, concise evidence-based response, audit record, and requested report without modifying source business data.",,,,llm+python,Project architecture,Definition of Done,N/A,PROJECT,approved,
GLO037,glossary,runtime,local-only inference,definition,"Production LLM inference routed only to the approved localhost Ollama runtime, with no external metered LLM API fallback.",,,,python,Project architecture,Local-only runtime policy,N/A,PROJECT,approved,
VAL001,validation,sql,one statement,rule,Accept only one parsed SQL statement for a business-data request.,,proposed SQL,Statement count must equal 1.,python,Project security architecture,SQL firewall,N/A,PROJECT,approved,
VAL002,validation,sql,select only,rule,Accept only read-only SELECT business queries.,,parsed SQL AST,Root statement must be SELECT/read-only; forbidden statement classes must be absent.,python,Project security architecture,SQL firewall,N/A,PROJECT,approved,
VAL003,validation,sql,schema existence,rule,Every referenced table/view and column must resolve against approved live schema metadata.,,parsed identifiers; schema metadata,Reject unknown/disallowed identifiers.,python,Project security architecture,Schema validation,N/A,PROJECT,approved,
VAL004,validation,sql,row limit,rule,Business query output must obey configured maximum-row/resource limits.,,query; configured row cap,Query/result must not exceed configured cap; use deterministic truncation/limit policy.,python+mysql,Project security architecture,Resource limits,N/A,PROJECT,approved,
VAL005,validation,sql,grouping correctness,rule,Aggregated SELECT columns must be aggregated or included in the grouping definition under standard semantics.,,SELECT list; GROUP BY list,Reject ambiguous grouping that can return indeterminate values.,python,"SQL Cookbook, 2nd Edition",Grouping,PDF 12,A,approved,
VAL006,validation,sql,join cardinality,rule,Critical joins must have expected key cardinality and must not silently multiply fact rows.,,join keys; pre/post counts; duplicate-key check,Compare row counts and duplicate-key diagnostics at expected grain.,python+mysql,Project analytical architecture,Join validation,N/A,PROJECT,approved,
VAL007,validation,data,null handling,rule,Null values must be handled according to metric semantics rather than silently coerced.,,nullable columns; metric rule,Document exclusion/imputation/preservation rule; reject implicit fabricated imputation.,python,"SQL for Data Analytics, 4th Edition",NULL handling,PDF 16,A,approved,
VAL008,validation,data,time scope,rule,"Numerator, denominator, comparison periods, and dimensions must use compatible time scopes.",,metric inputs; dates,Reject mismatched periods unless the comparison explicitly requires them.,python,Project analytical architecture,Metric consistency rule,N/A,PROJECT,approved,
VAL009,validation,math,division,rule,"A calculation that divides by a denominator requires a nonzero, defined denominator.",,numerator; denominator,"If denominator is zero/null, return undefined/not available rather than infinity or fabricated zero.",python,Project analytical architecture,Deterministic calculation rule,N/A,PROJECT,approved,
VAL010,validation,growth,period growth,rule,Period-over-period growth requires comparable current and previous values and a nonzero previous value.,Growth % = (Current - Previous) / Previous × 100,current; previous,Previous != 0; period definitions match.,python,"Key Marketing Metrics, 3rd Edition",Growth metrics,PDF 140,A,approved,
VAL011,validation,growth,cagr,rule,Standard CAGR requires valid start/end values and a positive number of periods.,CAGR = (Ending/Starting)^(1/N)-1,starting; ending; N,Starting > 0 and N > 0 for standard real-valued formula; disclose period unit.,python,"Key Marketing Metrics, 3rd Edition",CAGR,PDF 128,A,approved,
VAL012,validation,customer,nps range,rule,NPS must be computed from the same survey population and fall within its theoretical range.,NPS = %Promoters - %Detractors,promoter %; detractor %,"Each percentage in [0,100]; NPS in [-100,100].",python,"Key Marketing Metrics, 3rd Edition",2.9 Net Promoter,PDF 77,A,approved,
VAL013,validation,customer,clv assumptions,rule,"The constant-retention CLV formula is valid only when margin, retention, and discount rate use the same period and its simplifying assumptions are acceptable.",,margin; retention; discount rate,0 <= retention <= 1; denominator > 0; same periodicity; assumptions disclosed.,python,"Key Marketing Metrics, 3rd Edition",5.3 CLV,PDF 175,A,approved,
VAL014,validation,pricing,elasticity comparability,rule,Price-elasticity inputs must compare compatible conditions and identify the estimation basis.,,price/quantity observations,No elasticity claim from unmatched periods/products without caveat.,python,"Key Marketing Metrics, 3rd Edition",8.3 Price elasticity,PDF 227,A,approved,
VAL015,validation,pricing,linear price model,rule,The linear optimal-price formula requires a linear demand function and defined maximum reservation price and variable cost.,,MRP; variable cost; demand-model assumption,"If linear-demand assumption is unsupported, do not apply the formula.",python,"Key Marketing Metrics, 3rd Edition",8.4 Optimal prices,PDF 235,A,approved,
VAL016,validation,finance,npv periodicity,rule,NPV cash flows and discount rate must share the same period convention.,,cash flows; rate; timing,Align annual/monthly/etc. units; include t=0 exactly once.,python,"Fundamentals of Corporate Finance, 6th Edition",NPV,PDF 314,A,approved,
VAL017,validation,finance,irr ambiguity,rule,IRR should be flagged when nonconventional cash flows can create multiple or misleading roots.,,cash-flow sign pattern; IRR roots,"If ambiguous, report NPV and mark IRR not decision-safe.",python,"Fundamentals of Corporate Finance, 6th Edition",IRR limitations,PDF 323,A,approved,
VAL018,validation,operations,productivity units,rule,Productivity numerator and denominator must correspond to the same process and period.,,output; input,Denominator > 0; label units and factor type.,python,"Operations Management, 13th Edition (Stevenson)",Productivity,PDF 89,A,approved,
VAL019,validation,operations,utilization units,rule,Utilization requires actual output and design capacity measured on the same output/time basis.,,actual output; design capacity,Design capacity > 0; same period and unit.,python,"Operations Management, 13th Edition (Stevenson)",Capacity utilization,PDF 226,A,approved,
VAL020,validation,inventory,reorder units,rule,Reorder-point calculation must align demand-rate units with lead-time units and use only approved safety-stock assumptions.,,demand rate; lead time; safety stock,Convert units before calculation; no invented buffer.,python,"Essentials of Inventory Management, 2nd Edition",Order-Point Formulae,PDF 128,A,approved,
VAL021,validation,agent,structured parse,rule,Model plans/proposals must parse against the required structured schema before any executable fields are used.,,model response; Pydantic/schema definition,Parsing failure returns controlled error/retry; never infer missing executable values.,python,Prompt Engineering for Generative AI,Structured output parsers,PDF 198,B,approved,
VAL022,validation,agent,evidence traceability,rule,Every reported numerical business claim must trace to a verified SQL result or deterministic calculation derived from verified data.,,answer claims; provenance map,Reject or remove unsupported numerical claims before final response/report.,python,Project architecture,Definition of Done,N/A,PROJECT,approved,
VAL023,validation,agent,knowledge provenance,rule,Project definitions/formulas retrieved from CSV knowledge must preserve source metadata and approval status.,,retrieved knowledge rows,Use only approved/provisional rows according to policy; preserve source title/page in audit/report when material.,python,Project knowledge architecture,Knowledge retrieval policy,N/A,PROJECT,approved,
VAL024,validation,agent,retry limit,rule,Repair retries are limited and may not weaken security rules.,,retry counter; failure type,Max retries = 2; security rejections terminate/return safe status.,python,Project architecture,D.A.T.A. Assess,N/A,PROJECT,approved,
VAL025,validation,security,local host allowlist,rule,"When local-only mode is enabled, the model endpoint must resolve to an approved localhost Ollama host.",,LOCAL_ONLY; OLLAMA_HOST,Allow only configured localhost/127.0.0.1 endpoint; reject cloud model URLs.,python,Project security architecture,Local-only inference,N/A,PROJECT,approved,
VAL026,validation,security,secret redaction,rule,"Secrets must not appear in model context, logs, reports, or user-visible exception text.",,candidate output/log; secret fields,Detect/redact known credential fields; never echo `.env` contents.,python,Project security architecture,Secret management,N/A,PROJECT,approved,
VAL027,validation,security,path safety,rule,Generated report paths must resolve under the approved reports/output directory.,,requested filename; base directory,Canonical resolved path must have approved base as parent.,python,Project security architecture,Path traversal defense,N/A,PROJECT,approved,
VAL028,validation,reporting,chart provenance,rule,Every chart value must come from the verified DataFrame used for the answer/report.,,chart data; verified result data,Compare chart source frame to verified result frame/hash or direct object lineage.,python,Project reporting architecture,Chart provenance rule,N/A,PROJECT,approved,
VAL029,validation,reporting,report provenance,rule,"Every report metric must be traceable to executed SQL and/or deterministic calculation, with run metadata.",,report values; run id; SQL/calculation provenance,No orphan number in report; include method/provenance section.,python,Project reporting architecture,Report Definition of Done,N/A,PROJECT,approved,
VAL030,validation,communication,claim classification,rule,"The final answer should distinguish verified facts, calculations, assumptions, and interpretations.",,draft answer; provenance,Any unclassified unsupported factual claim is removed or labeled as an assumption/interpretation.,llm+python,An Introduction to Critical Thinking,Evaluation of inferences and arguments,PDF 33,A,approved,
VAL031,validation,reasoning,evidence sufficiency,rule,A conclusion requires evidence that is both relevant and sufficient for the claim being made.,,claim; supporting evidence,"If evidence is irrelevant/insufficient, lower the claim or state uncertainty rather than strengthening it rhetorically.",llm,"Critical Thinking Skills For Dummies, 2nd Edition",Evaluating arguments,PDF 358,B,approved,
VAL032,validation,testing,security regression,rule,"Known destructive, secret-extraction, prompt-injection, unsupported-data, and path-traversal prompts should remain in regression tests.",,test case; expected safe status,A regression passes only when unsafe effect is prevented and no sensitive content leaks.,python,"Full Stack Testing, 2nd Edition",Shift-left / security testing,PDF 25,B,approved,
